FILENAME, REQUEST TIME(sec), REQUEST TIME(sec)
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=0&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,3.109798,0.000844
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=100&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,3.137266,0.000941
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=75&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,3.340680,0.000905
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=150&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,3.338361,0.001045
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=250&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,2.458757,0.002732
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=25&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,3.638965,0.000654
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=125&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,3.563442,0.005793
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=325&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,2.985232,0.003188
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=50&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,4.245217,0.000586
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=275&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,3.391485,0.001085
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=200&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,4.509273,0.000666
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=225&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,4.111402,0.000769
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=175&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,5.463540,0.000548
https://api.elsevier.com/content/search/scopus?query=all(climate%20change%20global%20warming%20ocean%20atmosphere%20moon%20star)&sort=coverDate&start=300&count=25&apiKey=3e98ccbfff5ed19b801086b00dfc5e36&view=standard&xml-decode=true&httpAccept=application%2Fxml,5.514919,0.000549
