ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
ID,DOI,Title,Creator,Publication Name,Volume,ISSN,Cover Date,Affiliation
